message	label
* You gonna ring this weekend or wot?	ham
Haha good to hear, I'm officially paid and on the market for an 8th	ham
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597	spam
Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly	ham
Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804	spam
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468	spam
I want to send something that can sell fast.  &lt;#&gt; k is not easy money.	ham
Can you do online transaction?	ham
Where to get those?	ham
Alright we'll bring it to you, see you in like  &lt;#&gt;  mins	ham
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com	spam
No..he joined today itself.	ham
My battery is low babe	ham
Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc	ham
Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 	spam
Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.	ham
You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend	ham
Early bird! Any purchases yet?	ham
I enjoy watching and playing football and basketball. Anything outdoors. And you?	ham
Can help u swoop by picking u up from wherever ur other birds r meeting if u want.	ham
Sorry, I'll call later  &lt;#&gt; mins	ham
Pls send me a comprehensive mail about who i'm paying, when and how much.	ham
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+	spam
Hmph. Go head, big baller.	ham
I will come with karnan car. Please wait till 6pm will directly goto doctor.	ham
I not at home now lei...	ham
Where at were hungry too	ham
hanks lotsly!	ham
Nope... Think i will go for it on monday... Sorry i replied so late	ham
Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.	ham
Now press conference da:)	ham
Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner	spam
Mm yes dear look how i am hugging you both. :-P	ham
Yes, princess. Are you going to make me moan?	ham
Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx	ham
Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing	ham
Well thats nice. Too bad i cant eat it	ham
Annoying isn't it.	ham
Hey gals...U all wanna meet 4 dinner at nìte? 	ham
Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.	spam
Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*	ham
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com	spam
Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?	ham
Dont know you bring some food	ham
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com	spam
Oh my God. I'm almost home	ham
Aiyah u did ok already lar. E nydc at wheellock?	ham
Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...	ham
Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us	ham
Haha awesome, I might need to take you up on that, what you doin tonight?	ham
We left already we at orchard now.	ham
As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589	spam
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm	spam
Wat r u doing now?	ham
HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.	ham
Don know..he is watching film in computer..	ham
Dont pick up d call when something important is There to tell. Hrishi	ham
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*	ham
Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...	ham
An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)	ham
Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant	ham
Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.	ham
From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke	ham
Gudnite....tc...practice going on	ham
Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p	spam
Ok ill send you with in  &lt;DECIMAL&gt;  ok.	ham
I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present. 	ham
Ok. She'll be ok. I guess	ham
URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins	spam
Great. I'm in church now, will holla when i get out	ham
Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...	ham
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires	spam
Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)	ham
Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love	ham
Yup next stop.	ham
Where in abj are you serving. Are you staying with dad or alone.	ham
ARE YOU IN TOWN? THIS IS V. IMPORTANT	ham
I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz	ham
If you r @ home then come down within 5 min	ham
Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie	ham
Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go	ham
Hey you told your name to gautham ah?	ham
Great. So should i send you my account number.	ham
Are there TA jobs available? Let me know please cos i really need to start working	ham
Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?	ham
Where are you?when wil you reach here?	ham
Hows the champ just leaving glasgow!	ham
Does she usually take fifteen fucking minutes to respond to a yes or no question	ham
naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt	ham
"""Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry"""	ham
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688	spam
Lol you forgot it eh ? Yes, I'll bring it in babe	ham
Y cant u try new invention to fly..i'm not joking.,	ham
No calls..messages..missed calls	ham
Jay wants to work out first, how's 4 sound?	ham
Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night	ham
* Will have two more cartons off u and is very pleased with shelves	ham
Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.	ham
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..	ham
So why didnt you holla?	ham
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only	spam
Hey babe! I saw you came online for a second and then you disappeared, what happened ?	ham
Ooooooh I forgot to tell u I can get on yoville on my phone	ham
Hey i've booked the 2 lessons on sun liao...	ham
Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...	ham
Jesus christ bitch I'm trying to give you drugs answer your fucking phone	ham
Fair enough, anything going on?	ham
Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?	ham
I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)	ham
"""Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"""	ham
Yeah it's jus rite...	ham
YO YO YO BYATCH WHASSUP?	ham
hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx	ham
Cuz ibored. And don wanna study	ham
Was the farm open?	ham
Lara said she can loan me  &lt;#&gt; .	ham
Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+	spam
Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng	ham
Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex	ham
I'm working technical support :)voice process.networking field.	ham
Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.	ham
Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.	ham
If he started searching he will get job in few days.he have great potential and talent.	ham
Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow	spam
Ok going to sleep. Hope i can meet her.	ham
Sorry, I'll call later	ham
URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011	spam
 what number do u live at? Is it 11?	ham
Ask g or iouri, I've told the story like ten times already	ham
How would my ip address test that considering my computer isn't a minecraft server	ham
Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!	ham
Cool, text me when you head out	ham
I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night	ham
Unni thank you dear for the recharge..Rakhesh	ham
I'm going 2 orchard now laready me reaching soon. U reaching?	ham
Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE	ham
Oh ho. Is this the first time u use these type of words	ham
Missed call alert. These numbers called but left no message. 07008009200	spam
Glad to see your reply.	ham
Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?	ham
I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.	ham
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901	spam
Bring home some Wendy =D	ham
Mmm so yummy babe ... Nice jolt to the suzy	ham
This pain couldn't have come at a worse time.	ham
Goodmorning, today i am late for 1hr.	ham
Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...	ham
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.	ham
I've told you everything will stop. Just dont let her get dehydrated.	ham
Only once then after ill obey all yours.	ham
Are you the cutest girl in the world or what	ham
So what about you. What do you remember	ham
Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.	spam
So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 	ham
Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876	spam
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04	spam
I know you are serving. I mean what are you doing now.	ham
Ladies first and genus second k .	ham
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117	spam
At WHAT TIME should i come tomorrow	ham
This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate	spam
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...	ham
Printer is cool. I mean groovy. Wine is groovying	ham
Haha... They cant what... At the most tmr forfeit... haha so how?	ham
Ok	ham
K.k.this month kotees birthday know?	ham
K I'm leaving soon, be there a little after 9	ham
Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?	ham
on a Tuesday night r u 4 real	ham
Senthil group company Apnt 5pm.	ham
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone	spam
U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795	spam
Dunno lei shd b driving lor cos i go sch 1 hr oni.	ham
I plane to give on this month end.	ham
U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS	spam
New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.	spam
Dear good morning now only i am up	ham
* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train	ham
Okay, good, no problem, and thanx!	ham
What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not	ham
So u workin overtime nigpun?	ham
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.	ham
Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.	ham
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts	spam
Is xy going 4 e lunch?	ham
Its good to hear from you	ham
I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)	ham
Yes. Last  practice	ham
Surly ill give it to you:-) while coming to review.	ham
The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...	ham
Come to my home for one last time i wont do anything. Trust me.	ham
Haha just kidding, papa needs drugs	ham
Ok...	ham
Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.	ham
It's justbeen overa week since we broke up and already our brains are going to mush!	ham
You unbelievable faglord	ham
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed	ham
Ugh y can't u just apologize, admit u were wrong and ask me to take u back?	ham
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply	spam
Nope i'm not drivin... I neva develop da photos lei...	ham
Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)	ham
No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!	ham
S:-)kallis wont play in first two odi:-)	ham
Going to join tomorrow.	ham
No rushing. I'm not working. I'm in school so if we rush we go hungry.	ham
Yep then is fine 7.30 or 8.30 for ice age.	ham
2/2 146tf150p	spam
Just finished eating. Got u a plate. NOT leftovers this time.	ham
What's up bruv, hope you had a great break. Do have a rewarding semester.	ham
Ya very nice. . .be ready on thursday	ham
Nope i'll come online now..	ham
Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?	ham
I see the letter B on my car	ham
I'm in chennai velachery:)	ham
Can you use foreign stamps for whatever you send them off for? 	ham
"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."	ham
What Today-sunday..sunday is holiday..so no work..	ham
URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins	spam
Sorry that was my uncle. I.ll keep in touch	ham
Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412	spam
Y de asking like this.	ham
100 dating service cal;l 09064012103 box334sk38ch	spam
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .	ham
Are you free now?can i call now?	ham
For fear of fainting with the of all that housework you just did? Quick have a cuppa	ham
U should have made an appointment	ham
I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm	ham
Ok anyway no need to change with what you said	ham
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546	spam
You will be in the place of that man	ham
Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe	ham
"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)"	ham
Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.	ham
Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!	ham
I'm putting it on now. It should be ready for  &lt;TIME&gt; 	ham
Ok thanx...	ham
That's the way you should stay oh.	ham
Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.	ham
U wan 2 haf lunch i'm in da canteen now.	ham
happened here while you were adventuring	ham
What happened in interview?	ham
+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm	spam
Oh that was a forwarded message. I thought you send that to me	ham
Wat r u doing?	ham
Ü dun wan to watch infernal affair?	ham
Now thats going to ruin your thesis!	ham
YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call	spam
URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU	spam
You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|	ham
Did u fix the teeth?if not do it asap.ok take care.	ham
Call me. I m unable to cal. Lets meet bhaskar, and deep	ham
No i am not having not any movies in my laptop	ham
Aight, lemme know what's up	ham
Wat r u doing?	ham
Ok lor...	ham
Not from this campus. Are you in the library?	ham
My uncles in Atlanta. Wish you guys a great semester.	ham
I'm e person who's doing e sms survey...	ham
Ay wana meet on sat?ü wkg on sat?	ham
Yes.. now only saw your message..	ham
Ugh I don't wanna get out of bed. It's so warm.	ham
Hey u still at the gym?	ham
If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/	ham
Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me	ham
No de.am seeing in online shop so that i asked.	ham
Yes:)sura in sun tv.:)lol.	ham
Oh just getting even with u.... u?	ham
This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm	spam
Prepare to be pounded every night...	ham
Can you say what happen	ham
This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...	ham
I notice you like looking in the shit mirror youre turning into a right freak	ham
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!	ham
And you! Will expect you whenever you text! Hope all goes well tomo 	ham
Then ur physics get a-?	ham
No probs hon! How u doinat the mo?	ham
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? 	ham
Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester	ham
That's a shame! Maybe cld meet for few hrs tomo?	ham
Hanging out with my brother and his family	ham
Shall i start from hear.	ham
Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022	spam
Sure! I am driving but will reach my destination soon.	ham
Up to ü... Ü wan come then come lor... But i din c any stripes skirt...	ham
Its ok, called mom instead have fun	ham
"""Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!"""	ham
There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no	ham
Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX	spam
"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh"""	ham
Ü come lt 25 n pass to me lar	ham
Kallis wont bat in 2nd innings.	ham
Hey... What time is your driving on fri? We go for evaluation on fri?	ham
Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.	ham
Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.	ham
You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P	spam
That's one of the issues but california is okay. No snow so its manageable	ham
THANX 4 PUTTIN DA FONE DOWN ON ME!!	ham
I dont thnk its a wrong calling between us	ham
Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself	ham
Ü v ma fan...	ham
Yeah whatever lol	ham
SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!	ham
After completed degree. There is no use in joining finance.	ham
Super da:)good replacement for murali	ham
I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? 	ham
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:	ham
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number	ham
Oh baby of the house. How come you dont have any new pictures on facebook	ham
Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.	ham
Nobody names their penis a girls name this story doesn't add up at all	ham
We not watching movie already. Xy wants 2 shop so i'm shopping w her now.	ham
Im just wondering what your doing right now?	ham
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+	spam
I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?	ham
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"	ham
Sir, I need Velusamy sir's date of birth and company bank facilities details.	ham
Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?	ham
Thnx dude. u guys out 2nite?	ham
